"","ID","E1","E2","E3","E4","E5","E6"
"1",726,1013.23524146095,1216.61160906662,-288.990733793029,673.386918202254,963.80297856495,907.557478972663
"2",355,564.534720901407,346.399052547057,66.8297543200415,248.405864686621,734.436807543149,20.7207303810865
"3",406,-67.9134499244817,-101.204041365236,791.083292763061,520.522584523902,1185.65498925798,NA
"4",1492,37.0860291169838,581.824286609872,1064.62498431276,1131.18773170217,37.489337018207,613.105029049793
"5",975,841.822210041009,1125.95402016134,389.351864649108,1659.86780540076,-341.586990962795,679.425505881251
"6",252,1786.8469422527,1170.24719043011,599.207243648518,1358.23128118508,2547.91113543315,1532.73779473786
"7",56,1498.44622667027,860.958264983168,696.185821934015,1001.97302316565,-638.440040149065,672.438717847051
"8",1310,835.197504474976,1800.6349298222,1752.52132741515,-5.11453521566534,89.9373780623686,198.303942504822
"9",664,275.972402618636,1666.5389925681,522.146553286918,2320.43638153806,509.666654473612,39.5485342075175
"10",1547,1090.68212689223,53.181160028671,562.770989827422,-822.255424245305,1376.04692522893,149.046473701302
"11",396,260.85308870808,1144.21399297492,603.335017575186,570.583973654463,1217.41459910468,475.657401837428
"12",1503,833.289621776266,1334.21714855861,1360.32328998756,238.589042076692,794.820466513974,1391.92186367154
"13",1554,627.263426353258,1004.81924457576,957.021548205649,458.255720639663,1359.46171857337,144.853730893845
"14",744,1964.63691466863,1439.10592963054,68.0119282785337,740.941534414536,-689.512442192535,383.717385852179
"15",162,1572.4416338868,594.407638291,1142.3576174573,1155.74272765158,831.880995399036,787.952308038581
"16",700,577.384087120401,1917.39742564925,-139.993559207106,658.155476708696,-172.171925147166,886.977451496223
"17",861,1998.39899856879,999.540132554964,2.11335503025737,651.015598773172,721.624960169894,1243.99194570182
"18",675,832.307660299831,713.216977184845,461.041748077738,661.784702782487,-135.098202042351,-241.579335785424
"19",614,781.675769076671,1388.61621468069,696.971891249951,1726.08227260504,1295.30400953371,-8.56951821937832
"20",119,-36.1592308918351,734.49073488841,973.510181882383,1928.54919347104,1040.91911929533,1449.48703565882
"21",694,-120.846250519151,1206.68077515305,1412.9804351306,1988.12929126365,840.675667449162,140.445990615909
"22",518,579.380609052288,360.311416322073,NA,811.523764815689,1557.1650315687,387.252627840367
"23",317,1637.83154000862,813.739579423838,739.730522738777,1336.80105726998,359.554231956187,562.039676508324
"24",579,789.646911900452,418.085193506633,374.122133748077,668.098611276003,541.943601017438,1220.62799926241
"25",1265,251.498026988265,NA,-572.25677719944,847.903775561866,809.107516267788,1273.88918191816
"26",322,1691.97572692114,719.547017784684,-339.125078637632,1400.75750494951,1367.52146740341,665.997426295287
"27",190,1381.43558144066,1539.49297330854,NA,574.600573695432,1327.60098707925,-176.525789573788
"28",971,-152.100072682626,-502.958078696424,-126.152693766092,1203.85108044205,400.074196257668,599.711506858796
"29",319,373.333992621204,320.013376311109,-157.702642233563,1276.47584031803,1495.46691286256,1113.575351999
"30",128,1924.29844827928,1523.37212040887,26.9434279373685,-79.0851490875239,819.426096501075,5.27566561790582
"31",1432,1084.32896955118,1229.55265053052,866.959597307828,148.447339664695,1413.78087405569,555.818212366126
"32",280,1908.64855661379,566.547516518387,554.520868847378,1552.35682945173,152.659043351922,1345.8133331094
"33",941,1145.14040304041,1305.11102010628,355.980870677754,664.148780606468,1639.9527618466,201.861085043077
"34",343,527.416332587971,541.604951620992,1022.68893802317,871.663783566719,604.521544666089,155.846912423472
"35",542,362.009145645827,-642.080158180713,1540.11326454887,1264.7966140337,1089.82564856905,1313.06755674586
"36",114,-440.598717485383,294.585899747787,793.817119810197,1375.16064718774,828.587589156506,1121.94282732677
"37",1065,301.304951348551,225.278100695482,650.938886426882,1450.92699727874,484.514205159412,620.746049252393
"38",1046,35.0977649792881,254.821677791366,785.732504327724,898.757665481531,1313.98654554268,949.216625366701
"39",126,1154.44803103286,503.708391195195,-67.7909262795083,499.365203814402,877.089283372347,245.261738075199
"40",238,511.71190760244,780.863713112672,-530.653367017247,332.796596387267,1009.44660556776,594.919114553054
"41",532,756.572275129494,1324.01388570692,-113.939778663404,2030.6566816989,272.836945786439,664.262749877413
"42",611,502.782196850712,798.837709341614,1035.4888401474,251.934869351291,1253.74373836241,882.974989009805
"43",435,723.0505677744,1522.35896259167,1411.52511874714,930.448610803291,838.777569027811,366.866391842607
"44",1541,293.778965192016,290.485074208531,NA,116.687167205051,1985.81467429172,1070.55352432024
"45",345,648.585232054707,775.908013511627,200.152481179171,821.741387502609,1373.22402975664,989.931292712539
"46",897,683.451574458714,525.580882691338,123.176589765553,1661.19372034475,1297.55052196201,1341.61787733539
"47",254,1749.28358823521,1368.44424478682,1487.03156209751,774.452921594901,314.615767436739,877.862750734518
"48",214,1520.20541895975,785.209094399094,1292.07849573038,1107.40898601567,1513.87281606903,1126.292614614
"49",57,1096.71301214136,-312.590379952347,817.858401643307,-664.102818217615,1582.86934990715,1135.71646589465
"50",1162,951.692350800672,1553.86010832509,619.608699658031,988.652313149158,445.818724390418,1162.73794622273
"51",1520,836.502405351533,615.179942496551,1227.96879127433,1308.17535002878,700.638415250688,-216.382667760113
"52",231,-65.5921225862014,1081.23968115578,1385.86118753818,675.258628233205,1050.95611076497,762.242464269155
"53",1218,965.415146476763,554.292530866471,-522.619441162769,587.736277511466,756.36199773766,1789.17380640591
"54",70,1646.61431970633,1002.42930208038,323.934591576987,720.096631757615,1523.64011407464,1322.61237941017
"55",130,959.239757025313,747.080313321338,112.561723739914,1066.35503948458,720.212615343045,1789.38616047896
"56",1425,887.004853187387,897.009336878389,722.709356290745,1020.0522837218,-263.089756568103,253.796477755557
"57",832,944.642508870121,1194.29515198078,698.371845709234,154.3051711195,1486.17138618769,-344.225817335973
"58",499,1115.13232841174,-64.3848062827134,1374.63143317173,468.791410344528,843.512269954505,1614.05218973965
"59",849,1800.55878084948,1352.65870092685,1028.06366848295,1394.93437901972,NA,1766.21095218425
"60",1329,657.510618598204,284.190440922334,134.954387275891,807.810101368799,1573.19630590748,938.514077424619
"61",1296,-614.093357563185,1030.94768716359,789.027838863877,1195.60516796119,529.846925978982,1428.68430274625
"62",1469,494.310768300725,NA,890.198799861373,-45.3538125971353,660.29558988651,478.015103501651
"63",1023,1233.93804392615,623.646877521932,-297.560857470476,1531.75406325623,1908.61117132278,750.958033869456
"64",1185,1722.64756370187,503.446889406732,403.290223859389,1068.00680352462,1224.39038812009,1342.63773392334
"65",563,-422.481201234284,-86.3039707885049,279.506941711955,1134.61332589217,-60.8867266631945,713.101456485691
"66",1277,1261.00756157378,83.8485532702831,393.885245371462,357.89841484467,489.992534002727,537.871797279015
"67",1564,1254.27952854993,-198.960890088672,366.900148306095,20.6648235378545,633.395458534769,656.97910531624
"68",1551,1559.11444733184,344.333043652769,589.51948430645,479.578931650781,972.969655299494,1140.84948332338
"69",80,510.3627497013,935.732768084168,567.107921683602,798.005816785012,2215.77488449264,590.541253559656
"70",232,824.708749360493,787.224292345252,627.26763180094,773.905645003262,1378.33154868249,185.285431118829
"71",137,820.018027662994,470.301293649058,801.15814864916,753.104179968566,1372.47379275949,556.1601561046
"72",1394,113.585124194547,1046.27670285309,676.744959618155,79.3698930221494,1885.56265746836,942.441711116411
"73",988,1682.7822649643,519.736164268507,1026.89910750932,38.6995396292647,1483.0917881,797.154272370549
"74",1489,1996.93192331598,905.907741793922,986.009878212388,486.87159825182,891.789713943297,1065.18490640066
"75",363,354.16255818635,-201.066087632448,1020.21776967831,1550.09400707323,945.282871536493,1108.54997921745
"76",1418,1702.55956894868,109.475179538673,691.339025281612,838.820022015885,284.044014693416,384.082468674816
"77",253,586.648938841038,-192.893576611967,-889.712596374237,761.750391473321,457.760567681025,1507.63305684955
"78",643,898.175949822287,1278.43529304148,878.217521942366,990.445753734727,1185.5044849263,416.22098140924
"79",706,196.472811239887,917.979204964747,-319.220774669018,793.598605855777,668.038581805108,-467.728046254068
"80",306,876.957906758586,-259.729872144012,183.976665562569,828.902719628172,745.650054717924,587.413937988572
"81",138,1306.82091001183,1017.10128049402,769.643049072079,-141.449924999184,1050.10932518831,119.177383403019
"82",1403,990.592168140037,NA,48.0924254667015,1075.29758630177,1556.70687227247,789.322872811257
"83",1406,1685.28440222524,506.076811330684,1530.96686049591,1308.57476451494,1052.50478637376,75.1048383419575
"84",1143,312.680511709445,1722.93790319728,1547.72373289372,505.867663509111,2157.5360021817,906.531742159601
"85",737,591.260395187546,137.608611027917,583.564434395931,681.819451571033,1515.83260745345,598.877408174064
"86",229,598.958179784474,837.160036689968,1837.4245783679,730.009139440512,2650.68807355171,-340.732688811671
"87",567,1003.24632967171,856.184078861907,2064.70101934722,124.086465550156,1325.03901954267,905.583167160438
"88",791,1183.74284973736,705.262643723631,883.60208390837,839.681846299614,327.190087383345,1490.25665787687
"89",1066,723.918110121042,-643.36742942096,2245.88384514393,437.813625408038,1152.49608362662,-25.0116298090795
"90",123,921.217931528873,235.380373475953,734.852037089575,833.489187360214,466.652912919357,944.368146431359
"91",487,474.395222917449,929.758368405889,741.231134759941,917.888688135193,635.987432367967,649.341765076462
"92",234,1704.20350056458,1955.419807977,660.213972099535,140.368419422919,1425.53128573119,258.607564951305
"93",494,1233.14128857037,2497.97401269605,1810.35055737,-538.255202977964,-111.257960419192,1629.86367678975
"94",605,1118.03319985893,1639.42496444533,577.297987872792,1167.67657292093,1522.55196338079,1022.12083577395
"95",509,645.549845058254,516.234100766533,1100.723909433,897.260675288742,49.7284975790002,809.087505947963
"96",1496,1150.45970609132,1542.78600782559,1343.54242112241,821.501290478339,636.804081250634,1000.21718665417
