"Date","Time","Ticker","ETF.Return","return","Abs.Spread","Rel.spread.mid","Quote.slope","Log.quote.slope","Effective.spread","Trading.volume","Depth","Log.depth","Dollar.depth","Rel.spread.log","Rel.spread.last","Adj.log.quote.slope","Composite.liquidity","Rel.effective.spread.last","Rel.effective.spread.mid","Dollar.volume","Order.Ratio","Flow.Ratio","No.of.transactions","Illiquidity","Liquidity.Ratio.1","Amihud","Effective.spread.2","Dollar.realised.spread","Percent.realised.spread"
"11/02/2016","9:31","AAPL.O","0.000212675457252191","0.00305179068306259","0.489999999999995","0.00439245215364614","0.0357399443833922","0.000320380098125117","0.194999999999993","259642","1900","13.7101500423064","105989.5","0.00439245921586421","0.00438478747203575","0.000354135510470084","4.14423330013458e-08","0.00174496644295296","0.00174801667338975","29014993.5","3.44649396526661e-06","29827413318","1028","1.17538406076929e-08","9507530664.22049","1.05179781724321e-10","0.00349298134061016","0.389999999999986","0.00349298134061016"
"11/02/2016","9:32","AAPL.O","0","0.00205816554809847","0.280000000000001","0.00250312891113893","0.0186034372676811","0.000166310092805728","0.120000000000005","190379","9000","15.0509820293496","503944","0.00250313021811847","0.00250044650830506","0.000676558261180686","4.9670775148408e-09","0.00107161993213078","0.00107276953334529","21318640.42","0.000384639913167596","18547217165.4","870","1.0810885381783e-08","10358078551.8911","9.65430021591625e-11","0.00214438905461201","0.240000000000009","0.00214438905461201"
"11/02/2016","9:33","AAPL.O","-0.00042526047203919","-0.00246383282729065","0.489999999999995","0.00438498366817303","0.0376430738476654","0.000336866384758581","0.0409000000000077","179938","1400","13.0170028617465","78172.5","0.00438499069442865","0.00438658921203425","0.000534871953573462","5.60936859915319e-08","0.000366145915861707","0.000366011902098597","20099812.3458","1.99006833058112e-05","18029531674.1826","897","1.36926765179709e-08","8157944858.58146","1.22579892035932e-10","0.000732157801607514","0.0818000000000154","0.000732157801607514"
"11/02/2016","9:34","AAPL.O","-0.000423314188470534","0.000646350492059015","0.149999999999991","0.00134198165958391","0.0125855919119496","0.000112597573703854","0.00130000000000052","76957","800","11.9183905730784","44717.5","0.00134198186098351","0.00134196605183739","0.000170115299525662","3.00102121000483e-08","1.16303724492627e-05","1.16305077163992e-05","8601968.7191","2.32504914317946e-05","4447217827.7747","517","8.39885250281345e-09","13308520415.4445","7.51398328877718e-11","2.32608801660206e-05","0.00260000000000105","2.32608801660206e-05"
"11/02/2016","9:35","AAPL.O","0.00127473659345264","0.00173292549493938","0.299999999999997","0.0026826432978628","0.0213100346312197","0.000190557519549071","0.139999999999986","126265","2300","14.0778748224318","128627","0.00268264490668492","0.00267928909529336","0.000240553003004313","2.0855989005907e-08","0.00125033491113679","0.0012519002056692","14137892.05","2.12195707067943e-05","9670318162.2","684","1.37245118990962e-08","8158395782.90385","1.22573116898242e-10","0.00250223446401598","0.279999999999973","0.00250223446401598"
"11/02/2016","9:36","AAPL.O","0.000637619553666337","0.00171474502098783","0.290000000000006","0.00258801481415382","0.0217171933046443","0.000193808446085816","0.106999999999999","234126","1600","13.3534750983677","89658.5","0.00258801625866029","0.00258554590681342","0.000242515304909884","2.88652477361747e-08","0.000953977282858716","0.000954888224532589","26260040.412","7.61613450939727e-06","35398534475.376","1348","7.32402646860165e-09","15314253775.685","6.52986436458127e-11","0.00190886521758138","0.213999999999999","0.00190886521758138"
"11/02/2016","9:37","AAPL.O","0.000212404418012003","0.000517109181362607","0.170000000000002","0.00151575944006065","0.0132876246232739","0.000118475566558155","0.0649999999999977","159989","1500","12.7938593104323","84154.5","0.00151575973026879","0.00151488148280165","0.00028271757640821","1.80116267111164e-08","0.00057921939048296","0.000579555080023162","17953965.58","5.01282012594791e-05","16194476953.16","902","3.23215459414464e-09","34719873920.4175","2.8801947907188e-11","0.00115877440567402","0.129999999999995","0.00115877440567402"
"11/02/2016","9:38","AAPL.O","0.000424718623911574","-0.00106932810550708","0.170000000000002","0.00151562430348149","0.0120124510089882","0.000107096271639907","0.0649999999999977","149577","3300","14.1519827945855","185170","0.00151562459361222","0.00151650312221233","0.000291598151163746","8.18504241227787e-09","0.000579839429081157","0.000579503410154663","16767581.7","0.000137169452408274","12206799477.6","728","7.14901425691838e-09","15680483486.4494","6.37735437726885e-11","0.00115934277430974","0.129999999999995","0.00115934277430974"
"11/02/2016","9:39","AAPL.O","0","-0.000767172167707391","0.129999999999995","0.00116004104760626","0.0102555394257671","9.15142156412439e-05","0.0510000000000019","112515","1200","12.6760762747759","67226","0.0011600411776947","0.00116056921456242","0.000154947036194127","1.72558392230128e-08","0.000455300230328369","0.000455093026368643","12603255.21","3.1737832277063e-05","8406371225.07","667","6.81839903752736e-09","16428196616.7561","6.087095396582e-11","0.000910393225256101","0.102000000000004","0.000910393225256101"
"11/02/2016","9:40","AAPL.O","-0.000806622797707574","5.35647329798081e-05","0.0999999999999943","0.000892458723783974","0.00683901606125227","6.10353995107684e-05","0.0300000000000011","60754","3000","14.6219864238312","168070","0.00089245878301957","0.000892697732547709","6.91855414068354e-05","5.3100417908251e-09","0.000267809319764338","0.000267737617135218","6805663.08","2.938729079724e-05","2817544515.12","414","8.8166594758877e-10","127054924040.515","7.87061192277067e-12","0.000535546930500175","0.0600000000000023","0.000535546930500175"
